-9.978027E+0	-1.720657E-1
-9.956055E+0	-9.351407E-2
-9.934082E+0	-6.825907E-2
-9.912109E+0	-5.489325E-2
-9.890137E+0	-4.464348E-2
-9.868164E+0	-3.979430E-2
-9.846191E+0	-3.444107E-2
-9.824219E+0	-3.052010E-2
-9.802246E+0	-2.910953E-2
-9.780273E+0	-2.606153E-2
-9.758301E+0	-2.501199E-2
-9.736328E+0	-2.313092E-2
-9.714355E+0	-2.355211E-2
-9.692383E+0	-2.209026E-2
-9.670410E+0	-2.059289E-2
-9.648438E+0	-2.076354E-2
-9.626465E+0	-1.861317E-2
-9.604492E+0	-1.849973E-2
-9.582520E+0	-1.940427E-2
-9.560547E+0	-2.007798E-2
-9.538574E+0	-1.800653E-2
-9.516602E+0	-1.796411E-2
-9.494629E+0	-1.758730E-2
-9.472656E+0	-1.653382E-2
-9.450684E+0	-1.713257E-2
-9.428711E+0	-1.770567E-2
-9.406738E+0	-1.579599E-2
-9.384766E+0	-1.638093E-2
-9.362793E+0	-1.514299E-2
-9.340820E+0	-1.567170E-2
-9.318848E+0	-1.546258E-2
-9.296875E+0	-1.555925E-2
-9.274902E+0	-1.528108E-2
-9.252930E+0	-1.554248E-2
-9.230957E+0	-1.529588E-2
-9.208984E+0	-1.375412E-2
-9.187012E+0	-1.501377E-2
-9.165039E+0	-1.487172E-2
-9.143066E+0	-1.458764E-2
-9.121094E+0	-1.462019E-2
-9.099121E+0	-1.486679E-2
-9.077148E+0	-1.379358E-2
-9.055176E+0	-1.551782E-2
-9.033203E+0	-1.460835E-2
-9.011230E+0	-1.444264E-2
-8.989258E+0	-1.430947E-2
-8.967285E+0	-1.453930E-2
-8.945313E+0	-1.360024E-2
-8.923340E+0	-1.403624E-2
-8.901367E+0	-1.390208E-2
-8.879395E+0	-1.412600E-2
-8.857422E+0	-1.449393E-2
-8.835449E+0	-1.307449E-2
-8.813477E+0	-1.403229E-2
-8.791504E+0	-1.265230E-2
-8.769531E+0	-1.369395E-2
-8.747559E+0	-1.349174E-2
-8.725586E+0	-1.360222E-2
-8.703613E+0	-1.282493E-2
-8.681641E+0	-1.317313E-2
-8.659668E+0	-1.341874E-2
-8.637695E+0	-1.325105E-2
-8.615723E+0	-1.374919E-2
-8.593750E+0	-1.296204E-2
-8.571777E+0	-1.289397E-2
-8.549805E+0	-1.346116E-2
-8.527832E+0	-1.333588E-2
-8.505859E+0	-1.181879E-2
-8.483887E+0	-1.348089E-2
-8.461914E+0	-1.206539E-2
-8.439941E+0	-1.388630E-2
-8.417969E+0	-1.305377E-2
-8.395996E+0	-1.256747E-2
-8.374023E+0	-1.342269E-2
-8.352051E+0	-1.247278E-2
-8.330078E+0	-1.311493E-2
-8.308105E+0	-1.161756E-2
-8.286133E+0	-1.300544E-2
-8.264160E+0	-1.378371E-2
-8.242188E+0	-1.177638E-2
-8.220215E+0	-1.389419E-2
-8.198242E+0	-1.230213E-2
-8.176270E+0	-1.290778E-2
-8.154297E+0	-1.298966E-2
-8.132324E+0	-1.207131E-2
-8.110352E+0	-1.213740E-2
-8.088379E+0	-1.274996E-2
-8.066406E+0	-1.239584E-2
-8.044434E+0	-1.300544E-2
-8.022461E+0	-1.236033E-2
-8.000488E+0	-1.220645E-2
-7.978516E+0	-1.293836E-2
-7.956543E+0	-1.177144E-2
-7.934570E+0	-1.218475E-2
-7.912598E+0	-1.298867E-2
-7.890625E+0	-1.151399E-2
-7.868652E+0	-1.261877E-2
-7.846680E+0	-1.336548E-2
-7.824707E+0	-1.230312E-2
-7.802734E+0	-1.172212E-2
-7.780762E+0	-1.164419E-2
-7.758789E+0	-1.076925E-2
-7.736816E+0	-1.250040E-2
-7.714844E+0	-1.229128E-2
-7.692871E+0	-1.183654E-2
-7.670898E+0	-1.233172E-2
-7.648926E+0	-1.195393E-2
-7.626953E+0	-1.178920E-2
-7.604980E+0	-1.269176E-2
-7.583008E+0	-1.235046E-2
-7.561035E+0	-1.198845E-2
-7.539063E+0	-1.229522E-2
-7.517090E+0	-1.151695E-2
-7.495117E+0	-1.253098E-2
-7.473145E+0	-1.163137E-2
-7.451172E+0	-1.223604E-2
-7.429199E+0	-1.130388E-2
-7.407227E+0	-1.110562E-2
-7.385254E+0	-1.068146E-2
-7.363281E+0	-1.179906E-2
-7.341309E+0	-1.257339E-2
-7.319336E+0	-1.086592E-2
-7.297363E+0	-1.264244E-2
