-9.978027E+0	-5.177817E-2
-9.956055E+0	-3.021234E-2
-9.934082E+0	-2.423865E-2
-9.912109E+0	-2.043408E-2
-9.890137E+0	-1.988563E-2
-9.868164E+0	-1.662852E-2
-9.846191E+0	-1.764156E-2
-9.824219E+0	-1.626059E-2
-9.802246E+0	-1.765339E-2
-9.780273E+0	-1.358052E-2
-9.758301E+0	-1.293442E-2
-9.736328E+0	-1.384389E-2
-9.714355E+0	-1.318201E-2
-9.692383E+0	-1.512424E-2
-9.670410E+0	-1.373933E-2
-9.648438E+0	-1.239683E-2
-9.626465E+0	-1.347694E-2
-9.604492E+0	-1.250336E-2
-9.582520E+0	-1.388729E-2
-9.560547E+0	-1.165110E-2
-9.538574E+0	-1.396324E-2
-9.516602E+0	-1.404018E-2
-9.494629E+0	-1.269768E-2
-9.472656E+0	-1.200522E-2
-9.450684E+0	-1.201804E-2
-9.428711E+0	-1.318595E-2
-9.406738E+0	-1.340395E-2
-9.384766E+0	-1.227944E-2
-9.362793E+0	-1.329643E-2
-9.340820E+0	-1.136997E-2
-9.318848E+0	-1.345130E-2
-9.296875E+0	-1.212852E-2
-9.274902E+0	-1.176257E-2
-9.252930E+0	-1.236822E-2
-9.230957E+0	-1.172804E-2
-9.208984E+0	-1.236526E-2
-9.187012E+0	-1.265921E-2
-9.165039E+0	-1.274305E-2
-9.143066E+0	-1.181879E-2
-9.121094E+0	-1.189672E-2
-9.099121E+0	-1.177933E-2
-9.077148E+0	-1.217094E-2
-9.055176E+0	-1.328262E-2
-9.033203E+0	-1.249842E-2
-9.011230E+0	-1.079194E-2
-8.989258E+0	-1.122695E-2
-8.967285E+0	-1.234652E-2
-8.945313E+0	-1.251223E-2
-8.923340E+0	-1.095470E-2
-8.901367E+0	-1.192236E-2
-8.879395E+0	-1.311493E-2
-8.857422E+0	-1.263159E-2
-8.835449E+0	-1.008469E-2
-8.813477E+0	-1.224097E-2
-8.791504E+0	-1.252604E-2
-8.769531E+0	-1.225676E-2
-8.747559E+0	-1.284268E-2
-8.725586E+0	-1.109181E-2
-8.703613E+0	-1.209696E-2
-8.681641E+0	-1.139069E-2
-8.659668E+0	-1.140450E-2
-8.637695E+0	-1.107109E-2
-8.615723E+0	-1.225774E-2
-8.593750E+0	-1.162250E-2
-8.571777E+0	-1.192631E-2
-8.549805E+0	-1.093299E-2
-8.527832E+0	-1.129501E-2
-8.505859E+0	-1.203876E-2
-8.483887E+0	-1.038652E-2
-8.461914E+0	-1.199536E-2
-8.439941E+0	-1.160573E-2
-8.417969E+0	-1.089847E-2
-8.395996E+0	-1.113126E-2
-8.374023E+0	-1.001563E-2
-8.352051E+0	-1.060452E-2
-8.330078E+0	-1.245700E-2
-8.308105E+0	-1.206539E-2
-8.286133E+0	-1.097837E-2
-8.264160E+0	-1.321949E-2
-8.242188E+0	-1.128416E-2
-8.220215E+0	-1.227155E-2
-8.198242E+0	-1.011033E-2
-8.176270E+0	-1.126739E-2
-8.154297E+0	-1.070711E-2
-8.132324E+0	-1.243825E-2
-8.110352E+0	-1.213148E-2
-8.088379E+0	-1.155640E-2
-8.066406E+0	-1.105136E-2
-8.044434E+0	-1.051969E-2
-8.022461E+0	-1.175369E-2
-8.000488E+0	-1.052561E-2
-7.978516E+0	-1.243135E-2
-7.956543E+0	-1.055816E-2
-7.934570E+0	-1.183260E-2
-7.912598E+0	-1.039935E-2
-7.890625E+0	-1.171028E-2
